,0,1,2,3,4
48,지역>강원 | 지역>경남 | 사회>환경,2011/01/12,,유적지에 파묻은 AI 오리…일부는 뛰쳐나와 돌아다녀,"ㆍ전남 나주 장동리서

전남 나주시가 조류인플루엔자(AI) 확진 판정을 받은 오리를 구석기 유적지에 묻은 사실이 드러났다.

또 매몰 과정에서 일부 오리가 뛰쳐나와 들판을 돌아다니다 죽은 것으로 밝혀져 허술한 방역활동을 했다는 지적을 받고 있다.

12일 나주시에 따르면 시는 동강면 장동리 강모씨 농장 오리 일부가 지난 9일 오후 AI 확진 판정을 받자 이 일대 4개 농장 오리 5만5000여마리를 12일 오후까지 모두 묻었다.

그러나 매몰지는 2006년 구석기 유적지로 지정된 구릉지. 유적이나 유품이 나온 것은 아니지만, 땅 생김새가 구석기 지층이라는 판정이 내려져 유적지로 지정됐다. 이곳엔 동판에 ‘장동리 구석기 유적’이라 쓴 안내판까지 세워져 있다. 마을로부터는 50m가량 떨어져 있다.

나주시 관계자는 “빨리 묻으라는 정부 지시에 따라 묻을 장소를 찾았으나 적당한 곳이 없어 마을 이장과 협의한 후에 마을 앞 구릉지에 묻은 것”이라면서 “매몰 작업을 시작할 때는 야간이어서 유적지인 줄도 모르고 묻었다”고 말했다.

특히 매몰처리 과정에서 40여마리의 오리가 탈출, 인근 눈 덮인 농경지를 돌아다니다 농수로에 빠져 죽은 채 발견됐다.

김모씨(47)는 “밤에 오리를 자루에 담지도 않고 그냥 차에 실어다 묻으면서 이런 어처구니없는 일이 벌어졌다”며 “오리가 떼를 지어 돌아다니다가 일부는 죽고, 멀리 달아난 오리까지 있었다”고 말했다.

서모씨는 “인근 농가들이 모두 지하수를 먹고 있는데, 식수 오염이 걱정된다”면서 “아무리 다급해도 이렇게 두서없이 일을 해서야 되겠느냐”고 꼬집었다.

윤지향 나주시 학예연구사는 “적절한 장소를 구하지 못해 그런 일이 일어났지만, 유적지를 훼손한 일은 잘한 일이 아니다”라면서 “현장조사를 한 후 대책을 마련할 것”이라고 말했다.

<배명재 기자 ninaplus@kyunghyang.com>"
49,지역>전남 | 지역>전북 | 지역>경남,2011/01/12,,“AI오리를 구석기 유적지에 매몰?”…일부는 탈출하기도,"전남의 한 마을에서 조류인플루엔자(AI) 확진 판정을 받은 오리를 매몰한 곳이 구석기 유적지로 밝혀져 논란이 일고 있다. 11일 광주MBC의 보도에 따르면 지난 9일 전남 나주시 동강면 장동리에서 조류인플루엔자가 발생해 오리를 매몰한 곳은 2006년 타제석기가 발견돼 구석기 유적지로 지정된 곳이었다.

취재진은 당시 방역 관계자들에게 어떻게 구석기 유적지에 오리를 묻었는지 물었지만 책임 있는 답변을 하지 못한 것으로 전해졌다.

나주시 동강면 관계자는 “그때는 바로 조류인플루엔자가 터져서 당장 매몰처리 하라고 했는데 (매몰) 후보지를 선정할 상황이 아니었다”면서 “오리를 매몰한 장소가 유적지라는 사실을 몰랐다”고 말했다. 나주시 축산과 방역 관계자도 “모르는 일”이라고 답했다.

취재진은 또 “장동리 매몰지에서 탈출한 오리 한 마리가 눈덮인 논을 버젓이 돌아다니고, 농수로에는 돌아다니다 빠져 죽은 것으로 보이는 오리 사체가 널려 있다”고 보도했다.

매몰한 오리가 버젓이 걸어다니자 주민들은 불안함을 감추지 못한 것으로 전해졌다. 동강면에 살고 있는 한 주민은 취재진에게 “마을에서 보니까 밤에 오리를 자루에다 담지도 않고 그냥 차에 막 싣고 다니더라”며 “오리들이 아무데나 버려지고 도망친 오리들은 주변을 활개치고 돌아다녔다”고 말했다.

주민들은 오리 매몰지에서 나온 오염물질이 지하수로 흘러들어갈까 걱정하고 있다. 매몰지에서 불과 50m 정도 떨어진 농가 주민들은 지하수를 식수로 사용하고 있다. 해당 지역 주민은 “지하수로 밥 해먹고 물도 먹는데 저렇게 해놔서 걱정”이라고 말했다.

광주MBC는 “조류인플루엔자 확산을 막기 위해 서둘러 강행한 매몰이 오히려 조류인플루엔자를 확산시키는 계기가 되지 않을까 주민들은 걱정하고 있다”고 덧붙였다.

<디지털뉴스팀 박용하 기자 yong14h@kyunghyang.com>

[뉴스 라운드업] 가축전염병-AI에서 구제역까지
[김재중의 ‘Habracadabra’] 가축전염병예방법의 추억
[시사 Timeline] 구제역, 언제 어디서 발생했나
[구정은의 ‘오들오들매거진’] ‘전염병’ 그 흉흉한 역사"
50,사회>환경,2011/01/11,,AI 위기경보 주의에서 ‘경계’ 단계로 격상,"농림수산식품부가 위기경보 수준을 주의 단계에서 ‘경계 단계’로 올렸다. 농식품부는 11일 조류인플루엔자(AI)가 전남에 이어 경기 지역까지 확산됨에 따라 위기경보 수준을 올리기로 결정했다. 오는 13일부터는 한시적으로 재래시장 등에서 살아있는 닭과 오리의 판매가 금지된다.

농식품부는 ""위기경보 수준을 높인 것은 조류인플루엔자가 4개 시·도, 6개 시·군에서 모두 16건이 발생하는 등 확산 속도가 빨라지고 있다는 판단에 따른 것""이라고 설명했다. 위기경보 단계는 관심-주의-경계-심각으로 나뉜다.

이에 따라 2차관이 맡아오던 농식품부 AI방역대책본부장도 장관이 맡게 되며, 각 시·도, 시·군의 방역대책본부장도 단체장이 맡는다.농식품부는 또AI가 급격히 늘어난 전남 영암과 나주 지역에 대해선 매몰처분 범위를 발생농장 중심으로 반경 3km로 확대하기로 했다.

또 오는 13일부터 27일까지 15일간 재래시장에서 살아있는 닭과 오리의 판매가 금지된다. 농식품부는 ""지난 2008년 AI 발생시 문제가 됐던 ‘살아 있는 닭·오리의 도축장 이외로의 유통’을 막기 위한 조치""라고 설명했다. 닭·오리 및 계란 운반 차량은 시·도에 ‘전용운반차량’으로 신고한 뒤 스티커를 부착했을 때만 차량 이동이 가능하다고 농식품부는 덧붙였다.

<디지털뉴스팀>"
51,사회>환경 | 지역>전북 | 지역>전남,2011/01/11,,AI 확산 가속… 위기경보 ‘경계’로 상향,"ㆍ살처분 범위 3km로 확대, 살아있는 닭·오리 판매 금지

정부가 조류인플루엔자(AI) 위기경보 수준을 ‘주의’에서 ‘경계’ 단계로 올렸다. 또 13일부터 보름간 전국 재래시장에서 살아있는 닭·오리를 판매할 수 없도록 했다. 구제역에 AI 확산세까지 맞물리면서 전국이 가축전염병으로 뒤덮인 셈이다.

농림수산식품부는 11일 “고병원성 AI가 전라남도, 경기도로 확산되고 확산 속도도 빨라짐에 따라 위기경보 수준을 경계 단계로 격상하기로 했다”고 밝혔다. 위기경보 단계는 ‘관심-주의-경계-심각’으로 나뉜다.

농식품부는 또 최근 AI 발생이 급격히 늘어난 전남 영암과 나주 지역에 대해서는 살처분 범위를 기존 발생농가의 500m에서 3㎞로 확대하기로 했다.

이와 함께 13일부터 27일까지 15일간 전국 재래시장에서 살아있는 닭·오리를 판매하는 것도 금지했다.

농식품부 관계자는 “2008년 AI 발생시 살아있는 닭·오리가 도축장 밖으로 유통돼 AI가 확산됐던 적이 있다”고 설명했다. 아울러 닭·오리 및 계란 운반 차량은 시·도에 ‘전용운반차량’으로 신고한 뒤 스티커를 부착했을 때만 이동이 가능하도록 했다. AI는 지난달 29일 충남 천안·전북 익산에서 처음 발생했으며 이날까지 4개 시·도, 6개 시·군의 농가 29곳에서 총 47만마리가 살처분됐다.

한편 구제역 확산세도 지속돼 이날 현재까지 6개 시·도, 52개 시·군에서 발생했으며 살처분 가축은 3499농가, 140만4426마리로 늘었다.

<김다슬 기자>"
52,지역>충남 | 지역>광주 | 지역>전북,2011/01/10,김준기,구제역 제앙 / 엎친 데 덮친 AI,"조류인플루엔자(AI)도 지금까지 총 7개 농장에서 발생하는 등 급속한 확산 조짐을 보이고 있다. 특히 호남과 충남 지역에서 집중적으로 발생하고 있다. 9일 전남 영암군 시종면 오리농장 3곳에서 고병원성 AI가 잇따라 확인됐다. 이 지역은 지난 7일 다른 오리농장이 AI 판정을 받아 방역당국이 인근 4개 농장 오리 8만4000여마리를 살처분하는 조치를 취했지만 AI의 확산을 막진 못했다.
특히 이날 AI 확진 판정을 받은 농장으로부터 반경 3㎞ 이내의 위험지역에는 12개 농가가 닭과 오리 20만여마리를 키우고 있으며 경계지역인 반경 10㎞ 이내에는 140개 농가가 닭과 오리 333만마리를 사육하고 있어 주변 농가의 불안감이 커지고 있다. 전남지역에서는 2008년에도 고병원성 AI로 인해 74만마리를 매몰 처분해 69억원의 피해가 발생했다.
앞서 8일에는 충남 아산시 음봉면의 닭농장에서도 AI가 발생했다. 이에 따라 AI는 지금까지 모두 20건의 의심신고가 접수돼 이 가운데 충남 천안·아산, 전북 익산, 전남 영암 등 3개 시·도, 4개 시·군의 7곳이 확진 판정을 받았고 음성 판정은 단 1건에 불과하다. 전남 구례·함평·나주, 충남 서천, 경기 안성 등에서 접수된 나머지 12건의 의심신고는 현재 정밀검사 중이다.
AI로 인해 현재까지 닭 21만2000마리, 오리 18만4600마리 등 39만6600마리가 살처분됐다.
김준기 기자"
53,지역>제주 | 사회>의료_건강 | 지역>경남,2011/01/10,,"제주도, 폐사 청둥오리 AI 정밀검사 의뢰","제주도는 폐사한 청둥오리가 고병원성 조류인플루엔자(AI)에 감염됐는지 확인하기 위해 국립수의과학검역원에 정밀검사를 의뢰했다고 10일 밝혔다.

폐사한 청둥오리는 9일 오전 제주시 한경면 낙천리 마을 연못에서 발견됐다. 제주도 동물위생시험소는 부검 및 1차 바이러스 검사를 실시했으나 고병원성 AI에 감염되지 않은 것으로 나타났다고 밝혔다.

제주도는 그러나 타시도에서 발생하고 있는 고병원성 AI가 철새에서 확산된 것으로 파악됨에 따라 확실한 결과를 얻기 위해 국립수의과학검역원에 정밀검사를 의뢰했다고 밝혔다. 정밀검사 결과는 오는 24일쯤 나올 예정이다.

제주에서는 현재까지 고병원성 AI가 발생하지 않고 있다.

<강홍균기자 khk5056@kyunghyang.com>"
54,사회>환경 | 지역>경기 | 지역>전북,2011/01/10,,경기도 안성 오리농장서 AI 확진,"경기도 안성시에서도 고병원성 조류인플루엔자(AI)가 발생했다. 안성시는 10일 “지난 8일 의심신고가 들어온 서운면 신흥리 오리농장에 대한 국립수의과학검역원의 정밀조사결과 고원병성 AI로 확인됐다”며 “안성에서 AI가 발병한 것은 2008년 5월 이후 3년만”이라고 밝혔다.

시는 9일 1차검사에서 AI항원(H5형)이 나오자 해당농장 오리 3만2000여마리를 예방차원에서 살처분했다. AI 확진에 따라 반경 500m내 닭농장의 5만5000여마리도 곧 살처분할 계획이다.

또 반경 10㎞내 24개 농가 97만6000여마리에 대해 이동제한조치를 내리고 산란율과 폐사 여부에 대해 집중 예찰하기로 했다. 현재 이동통제초소 26개소에서 출입차량 통제와 소독을 실시 중이다.

이번에 AI가 확인된 안성시에서는 116개 농가에서 닭과 오리 530만여마리를 키우고 있다.

<디지털뉴스팀>"
55,사회>환경 | 지역>경남 | 지역>경북,2011/01/10,,포항서 타조 폐사…AI 여부 조사중,"구제역이 발생한 경북 포항에서 농가 사육 타조가 폐사한 사례가 신고돼 당국이 조류인플루엔자(AI)와의 관련성을 조사 중이다. 경북도는 10일 “전날 포항시 북구 기계면의 타조농장에서 기르는 타조 5마리 중 3마리가 이상증상을 보였다는 신고가 접수됐다”며 “타조의 가검물을 채취해 국립수의과학검역원으로 보냈다”고 밝혔다.

신고된 타조는 지난 7일부터 사료를 먹는 양이 줄고 움직임 없이 가만히 앉아있는 등의 증상을 보인 것으로 전해졌다. 지난 9일에는 1마리가 죽었다.

도는 “이들 타조가 AI 양성으로 판명나면 매몰처분하고 방역대를 설정해 방역에 나서겠다”면서 “농장 내 가축분뇨 운반차량과 다른 차량의 출입을 통제하고 사람의 외출을 금지했다”고 밝혔다. 이 농장으로부터 반경 500m 이내에는 농가 16곳에서 18만마리에 달하는 닭과 가금류를 키우는 것으로 조사됐다.

<디지털뉴스팀>

[뉴스 라운드업] 가축전염병-AI에서 구제역까지
[시사 Timeline] 구제역, 언제 어디서 발생했나
[구정은의 ‘오들오들매거진’] ‘전염병’ 그 흉흉한 역사"
56,지역>전남 | 국제>일본,2011/01/10,,흑두루미 AI 초비상… 일본 감염지서 이동 순천만 찾아와 월동,"10일 전남 순천만이 들썩였다.

국내 최대 흑두루미(천연기념물 제228호) 월동 서식처인 이곳에 역대 최다인 525마리의 흑두루미가 찾아왔기 때문이다. 하지만 기쁨도 잠시. 순천시가 바싹 긴장했다.

전국적으로 확산되고 있는 조류인플루엔자(AI) 때문이었다. 순천시는 이날 흑두루미 보호를 위해 생태 관찰을 강화하고, 인접한 농가나 축사와의 거리를 유지하면서 흑두루미들의 안정적인 ‘먹이터’와 ‘서식처’를 확보하고 있다.

특히 AI 감염 경로가 일본 이즈미 흑두루미 이동 경로로 밝혀짐에 따라 순천만의 비상이 더욱 강화됐다.

그간 국내외 조류 관련 단체들은 “이즈미에 전염병이 돌면 세계 두루미가 멸종한다”며 인공적 먹이 주기를 중단하고 서식지를 분산할 것을 이즈미시에 촉구해왔다.

한편 순천시는 AI 차단을 위해 순천만 농경지와 탐방로 100㏊에 대해 부분적으로 출입을 통제하고 있다.

<나영석 기자>"
57,지역>충남 | 지역>전북 | 사회>환경,2011/01/09,,엎친 데 덮친 AI… 닭 등 살처분 40만마리 육박,"ㆍ확진농가 10㎞ 이내 140개 농가 ‘발동동’

조류인플루엔자(AI)도 지금까지 총 7개 농장에서 발생하는 등 급속한 확산 조짐을 보이고 있다. 특히 호남과 충남 지역에서 집중적으로 발생하고 있다. 9일 전남 영암군 시종면 오리농장 3곳에서 고병원성 AI가 잇따라 확인됐다. 이 지역은 지난 7일 다른 오리농장이 AI 판정을 받아 방역당국이 인근 4개 농장 오리 8만4000여마리를 살처분하는 조치를 취했지만 AI의 확산을 막진 못했다.

특히 이날 AI 확진 판정을 받은 농장으로부터 반경 3㎞ 이내의 위험지역에는 12개 농가가 닭과 오리 20만여마리를 키우고 있으며 경계지역인 반경 10㎞ 이내에는 140개 농가가 닭과 오리 333만마리를 사육하고 있어 주변 농가의 불안감이 커지고 있다. 전남지역에서는 2008년에도 고병원성 AI로 인해 74만마리를 매몰 처분해 69억원의 피해가 발생했다.

앞서 8일에는 충남 아산시 음봉면의 닭농장에서도 AI가 발생했다. 이에 따라 AI는 지금까지 모두 20건의 의심신고가 접수돼 이 가운데 충남 천안·아산, 전북 익산, 전남 영암 등 3개 시·도, 4개 시·군의 7곳이 확진 판정을 받았고 음성 판정은 단 1건에 불과하다. 전남 구례·함평·나주, 충남 서천, 경기 안성 등에서 접수된 나머지 12건의 의심신고는 현재 정밀검사 중이다.

AI로 인해 현재까지 닭 21만2000마리, 오리 18만4600마리 등 39만6600마리가 살처분됐다.

<김준기 기자 jkkim@kyunghyang.com>

[뉴스 라운드업] 가축전염병-AI에서 구제역까지
[시사 Timeline] 구제역, 언제 어디서 발생했나
[구정은의 ‘오들오들매거진’] ‘전염병’ 그 흉흉한 역사"
58,지역>충남 | 지역>전북 | 지역>경남,2011/01/08,김다슬,“올 게 왔다” 호남지역은 AI 초비상,"구제역 청정지역인 호남에 조류인플루엔자(AI) 초비상이 걸렸다. 전남 영암 오리농가에서 고병원성 AI 감염이 확인됐고, 구례·함평·영암·나주 등에서 의심신고가 줄을 잇고 있다.
농림수산식품부는 7일 “전남 영암 시종면 육용오리 농가의 집단폐사 원인이 고병원성 AI 때문인 것으로 확인됐다”고 밝혔다. 전남 지역에서 고병원성 AI가 발생한 것은 2008년 이후 2년 만이다. 이 외에도 구례·영암의 육용오리 농가, 함평·나주 종오리 농가, 나주 육용오리 농가 2곳 등에서도 AI 정밀검사가 진행되고 있다.
또 충남 아산의 농가에서도 닭이 집단폐사했다는 의심신고가 접수됐다.
고병원성 AI가 확인된 영암 농가는 지난달 말부터 최근까지 오리 1만4500마리 중 4500마리가 폐사했다. 발생농가와 반경 500m 안 3개 농가의 오리 8만4400마리는 고병원성 AI 가능성이 높아지자 선제적 예방차원에서 지난 5일 모두 살처분된 상태다. 이로써 AI 판정은 충남 천안, 전북 익산 농가를 포함해 12개 농가로 늘었고, 29만8688마리가 살처분됐다.
당국이 AI 발생농가 반경 10㎞에 방역대를 설정하는 등 초동방역에 총력을 기울이고 있지만 확산 우려가 커지고 있다. 영암 발생농가의 반경 3㎞ 이내에는 10개 농가에서 28만4000마리를 기르고 있고, 반경 10㎞ 이내에는 118개 농가에서 265만마리를 사육 중이다. 의심신고가 폐사시점보다 1주일이나 늦은데다, 의심신고된 구례 농가와 같은 부화장에서 오리를 들여온 사실도 확인됐다.
농식품부는 7개 시·도, 101개 종오리 농가에 AI 일제검사를 진행하고 있다. 또 농산물품질관리원에서는 닭·오리 도축장 52곳에 대해 차량 소독을 실시하고 가금류 전용 운반차량을 지정했다. 이와 함께 군 소독차량을 동원해 14개 시·도 주요 철새도래지 41곳에 소독을 실시하고 있다.
한편 구제역으로 107만여마리의 소·돼지가 살처분된 가운데 아직까지 소비자가격은 큰 변동이 없는 상태다. 그러나 설 대목이 한 달이 채 남지 않아 수급 불안 우려도 나온다. 6일 현재 한우 소비자가격은 500g당 3만6160원, 돼지는 7522원으로 전날에 비해 각각 9.9% 상승, 10.8% 하락하는 등 불안한 모습이다. 다만 지난해 1월과 비교하면 비슷한 수준이다.
농식품부 곽범국 식품유통정책관은 “쇠고기의 경우 설 성수기까지는 가격이 상승하겠지만 돼지고기는 출하량이 감소했음에도 소비 위축으로 소비자가격은 오히려 감소해 큰 폭의 상승이 없을 것”이라고 전망했다.
한편 롯데마트가 미국산 갈비, 이른바 ‘통큰갈비’를 판매하기로 한 데 대해 한우협회는 “구제역이 국가재난 수준인 상황에서 불난 집에 부채질하는 이해할 수 없는 처사”라며 “롯데마트 불매운동을 할 것”이라고 밝혔다.
낙농육우협회도 “대한민국 무소불위의 시장권력을 활용한 폭거이며, 기업윤리를 내팽개친 교묘한 상술”이라고 비난했다.
김다슬 기자"
59,사회>환경 | 지역>충남 | 지역>전북,2011/01/07,"박용근,김다슬",구제역 재앙 / 전남·북은 ‘AI 공포’… 의심신고 잇따라,"현재까지 구제역 청청지역으로 남아 있는 전남·북은 조류 인플루엔자(AI)로 뒤숭숭하다. 지난해 말 전북 익산 등지에서 AI가 확인된 데 이어 6일에는 의심신고가 잇따랐다.
농림수산식품부는 이날 “전남 영암 시종면·구례 용방면 육용오리 농가와 함평 월아면 종오리 농가에서 AI 의심신고가 접수됐다”고 밝혔다. 각 농가는 오리 1만4500·1만2000·1만3000마리를 사육하고 있다. 영암 농가의 경우 예방차원에서 해당 농가와 500m 내에 위치한 4개 농가의 오리 등 총 9만8400마리가 살처분됐다. 정밀검사 결과는 7일쯤 발표될 예정이나 고병원성 AI 가능성이 높은 것으로 알려졌다. 구례 농가는 4730마리가 폐사했으며, 함평 농가는 산란율 저하 등 의심증상을 보여 정밀검사 중이다.
앞서 지난해 말 전북 익산과 충남 천안지역 닭과 오리 농장에서 발병한 AI는 겨울철새가 바이러스를 옮긴 것으로 결론났다. 검사 결과 이들 지역의 AI 염기서열은 지난해 11월 말 익산 만경강(청둥오리)과 충남 서산 천수만(수리부엉이) 등에서 확인된 AI 바이러스와 같았다.
국립수의과학검역원은 “이들을 비교 분석한 결과 염기서열이 99.7% 일치해 거의 동일한 바이러스로 볼 수 있다”며 “발생일 등까지 감안하면 야생조류가 옮긴 것으로 추정된다”고 설명했다. 또 “이들 사례는 2009~2010년 몽골과 러시아 등지에서 AI에 감염된 채 발견된 야생조류의 염기서열과도 99% 이상 같아 겨울철새 이동 경로와도 맞아떨어진다”고 밝혔다. 고병원성 AI에 감염된 야생조류 발견은 물론 이와 동일한 바이러스가 가금류 농장에서 검출된 것은 국내 처음이다.
전북도 박태욱 동물방역담당은 “AI가 창궐했던 2006년과 2008년 조사에서는 염기서열이 안 나와 겨울철새가 진원지인 것으로 추정만 했었다”면서 “야생조류가 유력한 발병 원인으로 지목된 만큼 가금류 농장은 그물망을 쳐 철새 접근을 차단하고 소독을 강화하는 등 AI 확산 방지에 주력할 것”이라고 말했다.
박용근.김다슬 기자"
60,지역>충남 | 지역>전북 | 지역>경남,2011/01/07,,“올 게 왔다” 호남지역은 AI 초비상,"ㆍ영암 고병원성 확인… 구례·함평·나주 등 의심신고
ㆍ구제역 소·돼지 살처분 계속 늘어 설 대목 수급 우려

구제역 청정지역인 호남에 조류인플루엔자(AI) 초비상이 걸렸다. 전남 영암 오리농가에서 고병원성 AI 감염이 확인됐고, 구례·함평·영암·나주 등에서 의심신고가 줄을 잇고 있다.

농림수산식품부는 7일 “전남 영암 시종면 육용오리 농가의 집단폐사 원인이 고병원성 AI 때문인 것으로 확인됐다”고 밝혔다. 전남 지역에서 고병원성 AI가 발생한 것은 2008년 이후 2년 만이다. 이 외에도 구례·영암의 육용오리 농가, 함평·나주 종오리 농가, 나주 육용오리 농가 2곳 등에서도 AI 정밀검사가 진행되고 있다.

또 충남 아산의 농가에서도 닭이 집단폐사했다는 의심신고가 접수됐다.

고병원성 AI가 확인된 영암 농가는 지난달 말부터 최근까지 오리 1만4500마리 중 4500마리가 폐사했다. 발생농가와 반경 500m 안 3개 농가의 오리 8만4400마리는 고병원성 AI 가능성이 높아지자 선제적 예방차원에서 지난 5일 모두 살처분된 상태다. 이로써 AI 판정은 충남 천안, 전북 익산 농가를 포함해 12개 농가로 늘었고, 29만8688마리가 살처분됐다.

당국이 AI 발생농가 반경 10㎞에 방역대를 설정하는 등 초동방역에 총력을 기울이고 있지만 확산 우려가 커지고 있다. 영암 발생농가의 반경 3㎞ 이내에는 10개 농가에서 28만4000마리를 기르고 있고, 반경 10㎞ 이내에는 118개 농가에서 265만마리를 사육 중이다. 의심신고가 폐사시점보다 1주일이나 늦은데다, 의심신고된 구례 농가와 같은 부화장에서 오리를 들여온 사실도 확인됐다.

농식품부는 7개 시·도, 101개 종오리 농가에 AI 일제검사를 진행하고 있다. 또 농산물품질관리원에서는 닭·오리 도축장 52곳에 대해 차량 소독을 실시하고 가금류 전용 운반차량을 지정했다. 이와 함께 군 소독차량을 동원해 14개 시·도 주요 철새도래지 41곳에 소독을 실시하고 있다.

한편 구제역으로 107만여마리의 소·돼지가 살처분된 가운데 아직까지 소비자가격은 큰 변동이 없는 상태다. 그러나 설 대목이 한 달이 채 남지 않아 수급 불안 우려도 나온다. 6일 현재 한우 소비자가격은 500g당 3만6160원, 돼지는 7522원으로 전날에 비해 각각 9.9% 상승, 10.8% 하락하는 등 불안한 모습이다. 다만 지난해 1월과 비교하면 비슷한 수준이다.

농식품부 곽범국 식품유통정책관은 “쇠고기의 경우 설 성수기까지는 가격이 상승하겠지만 돼지고기는 출하량이 감소했음에도 소비 위축으로 소비자가격은 오히려 감소해 큰 폭의 상승이 없을 것”이라고 전망했다.

한편 롯데마트가 미국산 갈비, 이른바 ‘통큰갈비’를 판매하기로 한 데 대해 한우협회는 “구제역이 국가재난 수준인 상황에서 불난 집에 부채질하는 이해할 수 없는 처사”라며 “롯데마트 불매운동을 할 것”이라고 밝혔다.

낙농육우협회도 “대한민국 무소불위의 시장권력을 활용한 폭거이며, 기업윤리를 내팽개친 교묘한 상술”이라고 비난했다.

<김다슬 기자 amorfati@kyunghyang.com>"
61,사회>환경 | 지역>충남 | 지역>전북,2011/01/06,,전남·북은 ‘AI 공포’… 의심신고 잇따라,"ㆍ철새에 의한 감염 추정

현재까지 구제역 청청지역으로 남아 있는 전남·북은 조류 인플루엔자(AI)로 뒤숭숭하다. 지난해 말 전북 익산 등지에서 AI가 확인된 데 이어 6일에는 의심신고가 잇따랐다.

농림수산식품부는 이날 “전남 영암 시종면·구례 용방면 육용오리 농가와 함평 월아면 종오리 농가에서 AI 의심신고가 접수됐다”고 밝혔다. 각 농가는 오리 1만4500·1만2000·1만3000마리를 사육하고 있다. 영암 농가의 경우 예방차원에서 해당 농가와 500m 내에 위치한 4개 농가의 오리 등 총 9만8400마리가 살처분됐다. 정밀검사 결과는 7일쯤 발표될 예정이나 고병원성 AI 가능성이 높은 것으로 알려졌다. 구례 농가는 4730마리가 폐사했으며, 함평 농가는 산란율 저하 등 의심증상을 보여 정밀검사 중이다.

앞서 지난해 말 전북 익산과 충남 천안지역 닭과 오리 농장에서 발병한 AI는 겨울철새가 바이러스를 옮긴 것으로 결론났다. 검사 결과 이들 지역의 AI 염기서열은 지난해 11월 말 익산 만경강(청둥오리)과 충남 서산 천수만(수리부엉이) 등에서 확인된 AI 바이러스와 같았다.

국립수의과학검역원은 “이들을 비교 분석한 결과 염기서열이 99.7% 일치해 거의 동일한 바이러스로 볼 수 있다”며 “발생일 등까지 감안하면 야생조류가 옮긴 것으로 추정된다”고 설명했다. 또 “이들 사례는 2009~2010년 몽골과 러시아 등지에서 AI에 감염된 채 발견된 야생조류의 염기서열과도 99% 이상 같아 겨울철새 이동 경로와도 맞아떨어진다”고 밝혔다. 고병원성 AI에 감염된 야생조류 발견은 물론 이와 동일한 바이러스가 가금류 농장에서 검출된 것은 국내 처음이다.

전북도 박태욱 동물방역담당은 “AI가 창궐했던 2006년과 2008년 조사에서는 염기서열이 안 나와 겨울철새가 진원지인 것으로 추정만 했었다”면서 “야생조류가 유력한 발병 원인으로 지목된 만큼 가금류 농장은 그물망을 쳐 철새 접근을 차단하고 소독을 강화하는 등 AI 확산 방지에 주력할 것”이라고 말했다.

<박용근·김다슬 기자>"
